net,length_um
_04241_,11.62
_04305_,11.62
net192,11.62
_00013_,11.6
_00718_,11.6
_00997_,11.6
_01093_,11.6
_03145_,11.6
_05997_,11.6
_06741_,11.6
_02103_,11.58
_03335_,11.58
_03394_,11.58
_03931_,11.58
_04017_,11.58
_04362_,11.58
_04768_,11.58
_06581_,11.58
_06001_,11.57
_00049_,11.56
_02908_,11.56
_06501_,11.56
_02062_,11.54
_03307_,11.54
_04401_,11.54
_04765_,11.54
_05014_,11.54
_05812_,11.54
_03440_,11.52
_06225_,11.52
_06305_,11.52
_03272_,11.5
_05801_,11.5
_06762_,11.5
_06948_,11.5
_01985_,11.48
_02818_,11.48
_06310_,11.48
_06493_,11.48
_00184_,11.46
_02509_,11.46
_03604_,11.46
_04126_,11.46
_04302_,11.46
_04677_,11.46
_05594_,11.46
_06970_,11.46
_02570_,11.44
a[7],11.44
b[19],11.44
_01403_,11.42
_02086_,11.42
_02887_,11.42
_03277_,11.42
_03453_,11.42
_05236_,11.42
_06862_,11.42
_05970_,11.4
_01122_,11.38
_03176_,11.38
_04379_,11.38
_05703_,11.38
_02022_,11.36
_06128_,11.36
_00014_,11.34
_01117_,11.34
_01498_,11.34
_01842_,11.34
_05272_,11.34
_06404_,11.34
_06469_,11.34
_06562_,11.34
_04551_,11.33
_01300_,11.32
_04125_,11.32
_01924_,11.3
_02263_,11.3
_02534_,11.3
_03140_,11.3
_04703_,11.3
_05668_,11.3
_00562_,11.28
_04737_,11.28
_05871_,11.28
_05854_,11.26
_06895_,11.26
_00183_,11.25
_00902_,11.25
_04925_,11.25
_06005_,11.25
_00307_,11.24
_03045_,11.24
_04565_,11.24
_04936_,11.24
_05699_,11.24
_06293_,11.24
_02947_,11.22
_03802_,11.22
_00064_,11.2
_01328_,11.2
_03071_,11.2
_03897_,11.2
_04299_,11.2
_05101_,11.2
_06232_,11.2
_01113_,11.18
_01972_,11.18
_02508_,11.18
_03279_,11.18
_03531_,11.175
_04772_,11.175
_02649_,11.17
_00253_,11.16
_00470_,11.16
_02394_,11.16
_02442_,11.16
_02643_,11.16
_03964_,11.16
_05085_,11.16
_06160_,11.16
_04158_,11.14
_04530_,11.14
_01720_,11.12
_01824_,11.12
_02098_,11.12
_03068_,11.12
_03192_,11.12
_03252_,11.12
_03643_,11.12
_06167_,11.12
_06448_,11.12
_03283_,11.1
_04419_,11.1
_05465_,11.1
_06482_,11.1
_06579_,11.1
_06969_,11.1
_00072_,11.08
_00941_,11.08
_02059_,11.08
_04577_,11.08
_04620_,11.08
_04923_,11.08
_05100_,11.08
_05416_,11.08
_03884_,11.06
_04811_,11.06
_04954_,11.06
_00339_,11.04
_02115_,11.04
_02201_,11.04
_02705_,11.04
_03262_,11.04
_05388_,11.04
_05818_,11.04
_06311_,11.04
_01134_,11.035
_01457_,11.01
_05400_,11.005
_01123_,11
_02432_,11
_02560_,11
_01325_,10.98
_01715_,10.98
_03035_,10.98
_02844_,10.96
_03982_,10.96
_04288_,10.96
_04824_,10.96
_04879_,10.96
_05598_,10.96
_05713_,10.96
_06215_,10.96
_06658_,10.96
_02557_,10.94
_00944_,10.92
_01637_,10.92
_02069_,10.92
_03249_,10.92
_03758_,10.92
_03131_,10.91
_01147_,10.9
_01656_,10.9
_04653_,10.9
_05052_,10.9
_06043_,10.9
_02155_,10.88
_02323_,10.88
_02675_,10.88
_03537_,10.88
_05310_,10.88
_06683_,10.88
_01779_,10.86
_02469_,10.86
_03122_,10.86
_03163_,10.86
_03794_,10.86
_04101_,10.86
_04316_,10.86
_06176_,10.86
_06281_,10.86
_00674_,10.84
_00691_,10.84
_01266_,10.84
_01927_,10.84
_04297_,10.84
_05693_,10.84
_05906_,10.84
_06250_,10.84
_01206_,10.82
_01670_,10.82
_03728_,10.82
_04416_,10.82
_05373_,10.82
_06899_,10.82
_02521_,10.8
_03368_,10.8
_04870_,10.8
_05105_,10.8
_05302_,10.8
_05469_,10.8
_06468_,10.8
_01022_,10.79
_00135_,10.78
_01646_,10.78
_02147_,10.78
_03104_,10.78
_04439_,10.78
_05800_,10.78
_06119_,10.78
_07084_,10.78
_05336_,10.77
_00833_,10.76
_01092_,10.76
_01483_,10.76
_02970_,10.76
_03504_,10.76
_06057_,10.76
_00274_,10.74
_01071_,10.74
_01635_,10.74
_02935_,10.74
_04145_,10.74
_04633_,10.74
_05328_,10.74
_05374_,10.74
_06996_,10.74
_01909_,10.72
_02065_,10.72
_02997_,10.72
_01654_,10.7
_04165_,10.7
_03788_,10.69
_02429_,10.68
_04238_,10.68
_04904_,10.68
_06691_,10.68
_06736_,10.68
_03358_,10.675
_00296_,10.66
_00729_,10.66
_01838_,10.66
_01874_,10.66
_02889_,10.66
_03076_,10.66
_03663_,10.66
_06219_,10.66
_07013_,10.66
_00256_,10.64
_01604_,10.64
_02749_,10.64
_04705_,10.64
_00664_,10.62
_01323_,10.62
_03793_,10.62
_03967_,10.62
_04032_,10.62
_04039_,10.62
_04521_,10.62
_00590_,10.605
_00692_,10.6
_04113_,10.6
_05078_,10.6
_00837_,10.595
_05885_,10.595
_02244_,10.58
_02292_,10.58
_03539_,10.58
_04432_,10.58
_05359_,10.58
_03875_,10.56
_00788_,10.54
_01469_,10.54
_01492_,10.54
_01552_,10.54
_04966_,10.54
_05582_,10.54
_05805_,10.54
_06083_,10.54
net158,10.54
_00504_,10.52
_01217_,10.52
_02314_,10.52
_04739_,10.52
_00932_,10.51
b[30],10.51
_00487_,10.5
_00767_,10.5
_01876_,10.5
_02260_,10.5
_02876_,10.5
_04599_,10.5
_04810_,10.5
_05238_,10.5
_06531_,10.5
_02063_,10.48
_03465_,10.48
_03710_,10.48
_04199_,10.48
_04263_,10.48
_04946_,10.48
_00536_,10.46
_07057_,10.46
_04020_,10.44
_04466_,10.44
_04782_,10.44
_06698_,10.44
_06801_,10.44
_02654_,10.43
_00455_,10.42
_02928_,10.42
_03037_,10.42
_04195_,10.42
_05728_,10.42
_06271_,10.42
net172,10.42
_00053_,10.4
_00363_,10.4
_01128_,10.4
_02864_,10.4
_06115_,10.4
_06816_,10.4
_01106_,10.38
_01973_,10.38
_02026_,10.38
_05106_,10.38
_05638_,10.38
_05977_,10.36
_06547_,10.36
_06869_,10.36
_04080_,10.34
_04084_,10.34
_04478_,10.34
_06197_,10.33
_01966_,10.32
_02746_,10.32
_04981_,10.32
_05791_,10.32
_06047_,10.32
_06363_,10.32
_07018_,10.32
net133,10.32
_01055_,10.3
_03913_,10.3
_03988_,10.3
_04043_,10.3
_04485_,10.3
_04505_,10.3
_06173_,10.3
_06831_,10.3
_00435_,10.28
_00860_,10.28
_01017_,10.28
_01057_,10.28
_01140_,10.28
_01189_,10.28
_01425_,10.28
_01939_,10.28
_03373_,10.28
_03648_,10.28
_03649_,10.28
_04116_,10.28
_04170_,10.28
_05247_,10.28
_07079_,10.28
_01307_,10.26
_02441_,10.26
_03412_,10.26
_04576_,10.26
_04839_,10.26
_04840_,10.26
_05157_,10.26
_06079_,10.26
_03963_,10.25
_06152_,10.24
_06618_,10.24
_01109_,10.22
_00316_,10.2
_02499_,10.2
_02930_,10.2
_06185_,10.2
net190,10.2
_05953_,10.19
_00059_,10.18
_01002_,10.18
_02324_,10.18
_02533_,10.18
_02326_,10.175
_00284_,10.16
_01881_,10.16
_02162_,10.16
_02297_,10.16
_02384_,10.16
_02942_,10.16
_03103_,10.16
_03184_,10.16
_04409_,10.16
_05030_,10.16
_05048_,10.16
_05425_,10.16
_05510_,10.16
_05958_,10.16
_06212_,10.16
_06934_,10.16
_06850_,10.155
_03137_,10.14
_00133_,10.12
_00509_,10.12
_00968_,10.12
_04298_,10.12
_04388_,10.12
_04651_,10.12
_05051_,10.12
_05991_,10.12
_02685_,10.1
_01944_,10.08
_03066_,10.08
_03275_,10.08
_06549_,10.08
_05924_,10.075
_04143_,10.07
_01114_,10.06
_03983_,10.06
_06354_,10.06
_00924_,10.04
_01146_,10.04
_01332_,10.04
_02609_,10.04
_03646_,10.04
_04271_,10.04
_04740_,10.04
_05533_,10.04
_05621_,10.04
_05811_,10.04
_06373_,10.04
_07033_,10.04
_02093_,10.03
_00722_,10.02
_00768_,10.02
_01161_,10.02
_05146_,10.02
_05376_,10.02
_00011_,10
_01391_,10
_01447_,10
_01962_,10
_03668_,10
_06067_,10
_06785_,10
_07015_,10
_04261_,9.99
a[23],9.99
b[27],9.99
_03533_,9.98
_04176_,9.98
_04203_,9.98
prod[27],9.98
_00018_,9.96
_00098_,9.96
_00216_,9.96
_03187_,9.96
_03492_,9.96
_06096_,9.96
_06901_,9.96
_07046_,9.96
_00019_,9.94
_02604_,9.94
_03290_,9.94
_04562_,9.94
_04955_,9.94
_01490_,9.92
_01769_,9.92
_03417_,9.92
_03658_,9.92
_04991_,9.92
_00829_,9.915
_02489_,9.9
_02655_,9.9
_03294_,9.9
_04735_,9.89
_01406_,9.88
_03737_,9.88
_03955_,9.88
_04926_,9.88
_05170_,9.88
_04619_,9.86
_04861_,9.86
_06108_,9.86
_06270_,9.86
_06295_,9.86
_04738_,9.84
_00025_,9.82
_01346_,9.82
_01885_,9.82
_02444_,9.82
_02694_,9.82
_02952_,9.82
_04370_,9.82
_04433_,9.82
_05240_,9.82
_05492_,9.82
_00858_,9.8
_01292_,9.8
_02587_,9.8
_02704_,9.8
_03166_,9.8
_03256_,9.8
_03399_,9.8
_04344_,9.8
_04693_,9.8
_04951_,9.8
_06859_,9.8
_07059_,9.8
_01298_,9.785
_02000_,9.78
_02788_,9.78
_04650_,9.78
_05391_,9.78
_06323_,9.78
_06349_,9.78
_02841_,9.76
_02873_,9.76
_03315_,9.76
prod[56],9.76
_01240_,9.74
_01241_,9.74
_02629_,9.74
_03067_,9.74
_03246_,9.74
_04094_,9.74
_04290_,9.74
_04441_,9.74
_04591_,9.74
_07000_,9.74
_00695_,9.72
_00920_,9.72
_01938_,9.72
_02163_,9.72
_02697_,9.72
_02913_,9.72
_02953_,9.72
_03240_,9.72
_03821_,9.72
_06508_,9.72
_06902_,9.72
_00330_,9.71
_03601_,9.71
_00830_,9.7
_01512_,9.7
_01770_,9.7
_02354_,9.7
_02612_,9.7
_02897_,9.7
_03870_,9.7
_04060_,9.7
_05298_,9.7
_06051_,9.7
_03583_,9.69
_04570_,9.68
_05295_,9.68
_06629_,9.68
_01446_,9.66
_02539_,9.66
_03139_,9.66
_03911_,9.66
_04578_,9.66
_07050_,9.66
_05979_,9.65
_06674_,9.64
_05315_,9.63
_00032_,9.62
_00328_,9.62
_01794_,9.62
_01879_,9.62
_01917_,9.62
_02184_,9.62
_03444_,9.62
_04468_,9.62
_06113_,9.62
_06982_,9.62
_01144_,9.6
_02242_,9.6
_02868_,9.6
_03538_,9.6
_00305_,9.58
_00688_,9.58
_01143_,9.58
_02092_,9.58
_03089_,9.58
_04213_,9.58
_04729_,9.58
_05246_,9.58
_05937_,9.58
_01531_,9.56
_04034_,9.55
_02097_,9.54
_03984_,9.54
_05806_,9.54
_05816_,9.54
_06840_,9.535
_00759_,9.52
_03845_,9.52
net150,9.52
_03887_,9.51
_05018_,9.51
_00048_,9.5
_00217_,9.5
_00532_,9.5
_00773_,9.5
_01010_,9.5
_01196_,9.5
_01388_,9.5
_02621_,9.5
_02802_,9.5
_03932_,9.5
_04285_,9.5
_04339_,9.5
_04972_,9.5
_05165_,9.5
_05233_,9.5
_05978_,9.5
_06960_,9.5
_00073_,9.48
_01026_,9.48
_02547_,9.48
_02763_,9.48
_02789_,9.48
_03401_,9.48
_04147_,9.48
_05345_,9.48
_06402_,9.48
_00052_,9.46
_00601_,9.46
_01033_,9.46
_01684_,9.46
_03270_,9.46
_05560_,9.46
_06400_,9.46
_05117_,9.445
_01020_,9.44
_02790_,9.44
_03321_,9.44
_03502_,9.44
_03973_,9.44
_04253_,9.44
_04254_,9.44
_05543_,9.44
_05711_,9.44
_06940_,9.44
net168,9.44
_00118_,9.42
_01009_,9.42
_02376_,9.42
_03529_,9.42
_04418_,9.42
_04717_,9.42
_00060_,9.4
_00945_,9.4
_03612_,9.4
_00243_,9.38
_00985_,9.38
_04280_,9.38
_04611_,9.38
_05865_,9.38
_06019_,9.38
_06172_,9.38
_06568_,9.38
_00346_,9.36
_00817_,9.36
_02679_,9.36
_03429_,9.36
_03820_,9.36
_04791_,9.36
_05756_,9.36
_06020_,9.36
_06136_,9.36
_06377_,9.36
_06921_,9.36
net183,9.36
_00490_,9.34
_00937_,9.34
_01613_,9.34
_01614_,9.34
_02395_,9.34
_04022_,9.34
_04893_,9.34
_06823_,9.34
_01013_,9.32
_01025_,9.32
_02252_,9.32
_02490_,9.32
_02646_,9.32
_03178_,9.32
_03899_,9.32
_05965_,9.32
_02350_,9.3
_03046_,9.3
_03153_,9.3
b[28],9.3
_04871_,9.29
prod[16],9.29
_00801_,9.28
_01164_,9.28
_01198_,9.28
_01274_,9.28
_02711_,9.28
_05733_,9.28
_05926_,9.28
_06062_,9.28
_06146_,9.28
_06388_,9.28
_06445_,9.28
_00595_,9.26
_02179_,9.26
_02862_,9.26
_03384_,9.26
_03735_,9.26
_00314_,9.24
_02687_,9.24
_02901_,9.24
_03835_,9.24
_05278_,9.24
_07083_,9.24
_01782_,9.22
_02077_,9.22
_04373_,9.22
_06376_,9.22
_05715_,9.2
_06530_,9.2
_06838_,9.2
a[10],9.19
_03596_,9.18
_04526_,9.18
_04056_,9.17
_00058_,9.16
_00245_,9.16
_00443_,9.16
_01591_,9.16
_01946_,9.16
_06746_,9.16
_00026_,9.14
_01265_,9.14
_01753_,9.14
_01759_,9.14
_03032_,9.14
_04711_,9.14
_05006_,9.14
_05126_,9.14
_06880_,9.14
_00581_,9.12
_00834_,9.12
_01633_,9.12
_01666_,9.12
_01731_,9.12
_01859_,9.12
_01865_,9.12
_02607_,9.12
_03129_,9.12
_03202_,9.12
_03313_,9.12
_03464_,9.12
_03765_,9.12
_03861_,9.12
_05010_,9.12
_05409_,9.12
_05989_,9.12
_00128_,9.1
_03924_,9.1
_06708_,9.1
_00462_,9.08
_01215_,9.08
_07052_,9.08
_03591_,9.07
_02322_,9.06
_02413_,9.06
_04208_,9.06
_04390_,9.06
_06512_,9.06
_00139_,9.05
_02212_,9.04
_03323_,9.04
_07032_,9.04
_00528_,9.02
_02605_,9.02
_04256_,9.02
_04887_,9.02
_05049_,9.02
_05589_,9.02
_05915_,9.02
_04187_,9.015
_00874_,9
_01348_,9
_01902_,9
_03051_,9
_03361_,9
_03741_,9
_04607_,9
_05171_,9
_06670_,9
_06689_,9
_07027_,9
_05395_,8.995
_03980_,8.985
_02740_,8.98
_02797_,8.98
_03472_,8.98
_03534_,8.98
_03730_,8.98
_05903_,8.98
_05936_,8.98
_06826_,8.98
_00956_,8.96
_01439_,8.96
_01839_,8.96
_01864_,8.96
_05043_,8.96
_05947_,8.96
prod[19],8.96
prod[25],8.96
prod[32],8.96
prod[38],8.96
prod[43],8.96
prod[51],8.96
prod[57],8.96
_00681_,8.94
_01199_,8.94
_02378_,8.94
_03857_,8.94
_03966_,8.94
_04690_,8.94
_06088_,8.94
_06393_,8.94
_06963_,8.94
_05016_,8.93
_00514_,8.92
_01008_,8.92
_01774_,8.92
_02745_,8.92
_03080_,8.92
_03278_,8.92
_05229_,8.92
_05283_,8.92
_05497_,8.92
_00371_,8.9
_01516_,8.9
_01822_,8.9
_02787_,8.9
_03629_,8.9
_06424_,8.9
_06904_,8.9
net191,8.9
_03357_,8.89
_01750_,8.88
_02412_,8.88
_03264_,8.88
_03525_,8.88
_05787_,8.88
_02566_,8.86
_03439_,8.86
_04136_,8.86
_06729_,8.86
a[25],8.85
_02911_,8.84
_06559_,8.84
a[16],8.84
a[29],8.84
a[3],8.84
b[13],8.84
b[29],8.84
net153,8.84
_01787_,8.83
_04044_,8.83
_00559_,8.82
_00947_,8.82
_01397_,8.82
_02525_,8.82
_02601_,8.82
_02881_,8.82
_02954_,8.82
_05060_,8.82
_05454_,8.82
_00236_,8.8
_01834_,8.8
_01894_,8.8
_02543_,8.8
_03923_,8.8
_06976_,8.8
_00179_,8.78
_00186_,8.78
_00715_,8.78
_01669_,8.78
_02309_,8.78
_03306_,8.78
_03906_,8.78
_04100_,8.78
_04519_,8.78
_04945_,8.78
_04956_,8.78
_05187_,8.78
_06116_,8.78
_06162_,8.78
_06987_,8.78
_07030_,8.78
_02448_,8.775
_00743_,8.76
_01843_,8.76
_03799_,8.76
_03935_,8.76
_05957_,8.75
_01487_,8.745
_04528_,8.74
_04593_,8.74
_04643_,8.74
_06284_,8.74
_01728_,8.72
_03413_,8.72
a[22],8.72
a[26],8.72
a[8],8.72
b[11],8.72
b[14],8.72
b[16],8.72
b[17],8.72
b[9],8.72
_00084_,8.7
_00191_,8.7
_01336_,8.7
_01337_,8.7
_01493_,8.7
_02398_,8.7
_02647_,8.7
_04024_,8.7
_04085_,8.7
_04198_,8.7
_04277_,8.7
_05065_,8.7
_05372_,8.7
_05403_,8.7
_06878_,8.7
_04516_,8.695
_01597_,8.69
_02927_,8.68
_02999_,8.68
_03095_,8.68
_03372_,8.68
_03874_,8.68
_05063_,8.68
_04412_,8.67
_00056_,8.66
_00617_,8.66
_00850_,8.66
_01094_,8.66
_01701_,8.66
_01891_,8.66
_01906_,8.66
_03655_,8.66
_04175_,8.66
_04639_,8.66
_04970_,8.66
_06049_,8.66
_06104_,8.66
_06181_,8.66
_06475_,8.66
_03100_,8.65
_01073_,8.64
_02762_,8.64
_07042_,8.64
_03091_,8.62
_03650_,8.62
_06585_,8.62
_00288_,8.6
_00723_,8.6
_03934_,8.6
_04674_,8.6
net156,8.6
_00165_,8.58
_00481_,8.58
_00551_,8.58
_03154_,8.58
_04278_,8.58
_05057_,8.58
_05610_,8.58
_03042_,8.57
_04670_,8.57
_00266_,8.56
_00396_,8.56
_00401_,8.56
_00516_,8.56
_00764_,8.56
_01238_,8.56
_02021_,8.56
_03223_,8.56
_03245_,8.56
_04050_,8.56
_06283_,8.56
_06385_,8.56
_06500_,8.555
_01873_,8.54
_02037_,8.54
_03165_,8.54
_03862_,8.54
_07051_,8.54
_01367_,8.52
_01548_,8.52
_02446_,8.52
_03326_,8.52
_03977_,8.52
_05855_,8.52
_06630_,8.52
_01688_,8.5
_03251_,8.5
_03896_,8.5
_04801_,8.5
_06249_,8.5
_06977_,8.5
prod[49],8.5
net181,8.5
_00648_,8.48
_01127_,8.48
_01200_,8.48
_02095_,8.48
_04482_,8.48
_06325_,8.48
_04702_,8.47
_00886_,8.46
_01068_,8.46
_01166_,8.46
_02250_,8.46
_02987_,8.46
_03295_,8.46
_03366_,8.46
_04673_,8.46
_01468_,8.45
_00502_,8.44
_00808_,8.44
_00918_,8.44
_01442_,8.44
_01567_,8.44
_01796_,8.44
_02228_,8.44
_02586_,8.44
_02640_,8.44
_03208_,8.44
_03739_,8.44
_03797_,8.44
_04200_,8.44
_04318_,8.44
_04804_,8.44
_04984_,8.44
_05606_,8.44
_05803_,8.44
_06317_,8.44
_06870_,8.44
_06984_,8.44
_00625_,8.42
_01748_,8.42
_02048_,8.42
_02639_,8.42
_04065_,8.42
_06882_,8.41
_03552_,8.4
_04332_,8.4
_05537_,8.4
_06396_,8.4
_06064_,8.38
b[1],8.38
_00261_,8.36
_00992_,8.36
_01119_,8.36
_01450_,8.36
_02668_,8.36
_02808_,8.36
_03055_,8.36
_04093_,8.36
_04721_,8.36
_04727_,8.36
_05202_,8.36
_05361_,8.36
_02618_,8.35
_01070_,8.34
_01560_,8.34
_04155_,8.34
_00176_,8.32
_00214_,8.32
_00428_,8.32
_00933_,8.32
_01079_,8.32
_01462_,8.32
_01569_,8.32
_02906_,8.32
_04082_,8.32
_04436_,8.32
_04487_,8.32
_04628_,8.32
_04978_,8.32
_05044_,8.32
_05111_,8.32
_06813_,8.32
_03818_,8.3
_02240_,8.28
_06945_,8.28
_00343_,8.26
_01534_,8.26
a[2],8.26
_06968_,8.25
_00885_,8.24
_01719_,8.24
_02033_,8.24
_03458_,8.24
_03635_,8.24
_03640_,8.24
_03889_,8.24
_04313_,8.24
_04710_,8.24
_05342_,8.24
_01175_,8.22
_05568_,8.22
_06378_,8.22
_06866_,8.22
_04805_,8.215
_00287_,8.2
_00441_,8.2
_00676_,8.2
_01850_,8.2
_02015_,8.2
_02479_,8.2
_02733_,8.2
_03961_,8.2
_04265_,8.2
_04333_,8.2
_05934_,8.2
_02317_,8.18
_00125_,8.16
_03292_,8.16
_00047_,8.14
_00137_,8.14
_00753_,8.14
_01491_,8.14
_02538_,8.14
_04267_,8.14
_04759_,8.14
_05817_,8.14
_06264_,8.14
_02597_,8.12
_02824_,8.12
_03409_,8.12
_03807_,8.12
_04400_,8.12
_04438_,8.12
_04451_,8.12
_06799_,8.12
_00493_,8.1
_00642_,8.1
_01878_,8.1
_02205_,8.1
_02933_,8.1
_03061_,8.1
_03574_,8.1
_03661_,8.1
_03900_,8.1
_04259_,8.1
_04691_,8.1
_04734_,8.1
_04980_,8.1
_05892_,8.1
_00023_,8.08
_00545_,8.08
_00926_,8.08
_01928_,8.08
_02284_,8.08
_03895_,8.08
_04167_,8.08
_05460_,8.08
_05561_,8.08
_05988_,8.08
_06769_,8.08
_04460_,8.075
_00510_,8.06
_02869_,8.06
_04053_,8.06
_06896_,8.06
_07012_,8.06
_01065_,8.04
_01802_,8.04
_04866_,8.04
_00368_,8.02
_00533_,8.02
_01797_,8.02
_02157_,8.02
_02691_,8.02
_02886_,8.02
_03052_,8.02
_03109_,8.02
_03732_,8.02
_04442_,8.02
_04652_,8.02
_04872_,8.02
_05309_,8.02
_05428_,8.02
_05891_,8.02
_06050_,8.02
_06231_,8.02
_06625_,8.02
_06974_,8.02
_01366_,8.015
_00454_,8.01
_00537_,8
_01813_,8
_01971_,8
_03712_,8
_05123_,8
_05164_,8
_06598_,8
_00028_,7.98
_01101_,7.98
_01251_,7.98
_01530_,7.98
_01594_,7.98
_03520_,7.98
_03903_,7.98
_04130_,7.98
_04511_,7.98
_04934_,7.98
_05092_,7.98
_05692_,7.98
_06567_,7.98
_06893_,7.98
_00737_,7.96
_02360_,7.96
_02623_,7.96
_02863_,7.96
_03083_,7.96
_04746_,7.96
_04823_,7.96
_06462_,7.96
_00123_,7.95
_04644_,7.94
_05486_,7.94
_06609_,7.94
_00622_,7.92
_02884_,7.92
_05720_,7.92
_05995_,7.92
_00173_,7.9
_00724_,7.9
_02542_,7.9
_04071_,7.9
_04364_,7.9
_06315_,7.9
_06410_,7.9
_06477_,7.9
_06703_,7.9
_00182_,7.88
_01322_,7.88
_01674_,7.88
_01783_,7.88
_01872_,7.88
_02237_,7.88
_03669_,7.88
_04328_,7.88
_06143_,7.88
_00247_,7.86
_00348_,7.86
_00418_,7.86
_02225_,7.86
_02506_,7.86
_03562_,7.86
_03619_,7.86
_04073_,7.86
_04153_,7.86
_04793_,7.86
_06858_,7.86
_02041_,7.84
_05899_,7.84
_06260_,7.84
_06694_,7.84
_02580_,7.82
_05511_,7.82
_05607_,7.82
net174,7.82
_03209_,7.8
_03381_,7.8
_00424_,7.78
_00587_,7.78
_00678_,7.78
_01566_,7.78
_01678_,7.78
_01989_,7.78
_02674_,7.78
_03337_,7.78
_04002_,7.78
_05255_,7.78
_05290_,7.78
_05660_,7.78
_06012_,7.78
_06768_,7.78
_00022_,7.76
_00171_,7.76
_02812_,7.76
_05444_,7.76
_06346_,7.76
_00358_,7.74
_00643_,7.74
_01004_,7.74
_01297_,7.74
_01817_,7.74
_01829_,7.74
_01935_,7.74
_02346_,7.74
_04787_,7.74
_05420_,7.74
_05781_,7.74
_06203_,7.74
_06669_,7.74
_02998_,7.725
_00624_,7.72
_03724_,7.715
_00107_,7.7
_02218_,7.7
_02271_,7.7
_03914_,7.7
_05189_,7.7
_05396_,7.7
_01398_,7.68
_01502_,7.68
_02047_,7.68
_02510_,7.68
_04415_,7.68
_04757_,7.68
_04788_,7.68
net164,7.68
_01213_,7.66
_01220_,7.66
_02353_,7.66
_02592_,7.66
_02826_,7.66
_03105_,7.66
_03450_,7.66
_04844_,7.66
_05119_,7.66
_05227_,7.66
_05496_,7.66
_06106_,7.66
_06326_,7.66
_06330_,7.66
_06362_,7.66
_06503_,7.66
_07005_,7.66
_02199_,7.655
_00185_,7.64
_00437_,7.64
_01711_,7.64
_02569_,7.64
_03006_,7.64
_03267_,7.64
_03360_,7.64
_03611_,7.64
_03946_,7.64
_04301_,7.64
_04647_,7.64
_04812_,7.64
_05745_,7.64
_05884_,7.64
_06682_,7.64
_06704_,7.64
_06917_,7.64
_01503_,7.62
_03099_,7.62
_03912_,7.62
_04770_,7.62
_03452_,7.61
_00331_,7.6
_00848_,7.6
_01969_,7.6
_02529_,7.6
_03324_,7.6
_05778_,7.6
_06007_,7.6
_06589_,7.6
_01231_,7.59
prod[11],7.59
prod[12],7.59
prod[18],7.59
prod[23],7.59
prod[34],7.59
prod[53],7.59
_03341_,7.58
_06372_,7.58
prod[22],7.58
prod[28],7.58
prod[3],7.58
prod[5],7.58
prod[6],7.58
_00005_,7.56
_00190_,7.56
_00675_,7.56
_01528_,7.56
_01994_,7.56
_03133_,7.56
_03220_,7.56
_03420_,7.56
_04054_,7.56
_05963_,7.56
_06863_,7.56
_01418_,7.54
_01445_,7.54
_01673_,7.54
_02124_,7.54
_02183_,7.54
_03077_,7.54
_06561_,7.54
_02751_,7.535
_00088_,7.52
_01775_,7.52
_02526_,7.52
_02636_,7.52
_02880_,7.52
_03182_,7.52
_03331_,7.52
_03694_,7.52
_03770_,7.52
_03925_,7.52
_03933_,7.52
_04045_,7.52
_04066_,7.52
_04083_,7.52
_04435_,7.52
_04609_,7.52
_05277_,7.52
_05557_,7.52
_05912_,7.52
_06158_,7.52
_06399_,7.52
_06688_,7.52
_00308_,7.515
_00787_,7.5
_01497_,7.5
_05993_,7.5
_06924_,7.5
_06676_,7.495
_01273_,7.46
_01278_,7.46
_01767_,7.46
_03135_,7.46
_03171_,7.46
_03546_,7.46
_05690_,7.46
_06647_,7.46
_04625_,7.45
_00857_,7.44
_02833_,7.44
_03106_,7.44
_03286_,7.44
_03516_,7.44
_03572_,7.44
_03627_,7.44
_03667_,7.44
_03826_,7.44
_04371_,7.44
_04470_,7.44
_04567_,7.44
_04695_,7.44
_05418_,7.44
_06518_,7.44
_00754_,7.42
_01455_,7.42
_03297_,7.42
_04881_,7.42
_05540_,7.42
net134,7.42
_03232_,7.415
_05041_,7.415
_06040_,7.415
_00039_,7.4
_00189_,7.4
_00350_,7.4
_00361_,7.4
_01049_,7.4
_03528_,7.4
_04747_,7.4
_05900_,7.4
_06017_,7.4
_06328_,7.4
_06352_,7.4
_06807_,7.4
_04075_,7.395
_01537_,7.38
_01751_,7.38
_04742_,7.36
_06132_,7.34
_06267_,7.34
_00500_,7.32
_00822_,7.32
_01373_,7.32
_01565_,7.32
_01627_,7.32
_01703_,7.32
_01890_,7.32
_01993_,7.32
_02599_,7.32
_03011_,7.32
_03455_,7.32
_03469_,7.32
_03763_,7.32
_04019_,7.32
_04107_,7.32
_05512_,7.32
_06763_,7.32
_01562_,7.305
_03226_,7.3
_04937_,7.3
_00809_,7.28
_01984_,7.28
_02217_,7.28
_02781_,7.28
_03872_,7.28
_04859_,7.28
_04869_,7.28
_05081_,7.28
_05154_,7.28
_06668_,7.28
_07017_,7.28
_07068_,7.28
_04341_,7.27
_06139_,7.26
_00934_,7.24
_03241_,7.24
_03355_,7.24
_03689_,7.23
_00034_,7.22
_00791_,7.22
_02630_,7.22
_02914_,7.22
_03909_,7.22
_05929_,7.22
_06572_,7.22
net165,7.22
_00103_,7.21
_02667_,7.205
_00429_,7.2
_00646_,7.2
_00714_,7.2
_01126_,7.2
_02210_,7.2
_02848_,7.2
_04462_,7.2
_05980_,7.2
